id;"""building""";"""addr_stree""";"""addr_hou_1""";число_жителей
2684;yes;;;1
2685;yes;;;22
2686;yes;;;10
2687;yes;;;16
2688;yes;;;4
2689;yes;;;25
2690;yes;;;10
2691;yes;;;28
2692;yes;;;0
2693;yes;;;27
2694;yes;;;15
2695;yes;;;23
2696;yes;;;20
2697;yes;;;22
2698;yes;;;23
2699;yes;;;0
2700;yes;;;27
2701;yes;;;23
2702;yes;;;6
2703;yes;;;26
2704;yes;;;30
2705;yes;;;30
2706;yes;;;13
2707;yes;;;13
2708;yes;;;24
2709;yes;;;11
2710;yes;;;24
2711;yes;;;4
2712;yes;;;12
2713;yes;;;27
2714;yes;;;15
2715;yes;;;19
2716;yes;;;18
2717;yes;;;25
2718;yes;;;12
2719;yes;;;29
2720;yes;;;20
2721;yes;;;7
2722;yes;;;4
2723;yes;;;27
2724;yes;;;0
2725;yes;;;29
2726;yes;;;15
2727;yes;;;22
2728;yes;;;0
2729;yes;;;10
2730;yes;;;27
2731;yes;;;15
2732;yes;;;6
2733;yes;;;10
2734;yes;;;8
2735;yes;;;30
2736;yes;;;24
2737;yes;;;4
2738;yes;;;0
2739;yes;;;8
2740;yes;;;17
2741;yes;;;20
2742;yes;;;9
2743;yes;;;22
2744;yes;;;4
2745;yes;;;12
2746;yes;;;5
2747;yes;;;29
2748;yes;;;22
2749;yes;;;20
2750;yes;;;9
2751;yes;;;17
2752;yes;;;4
2753;yes;;;1
2754;yes;;;2
2755;yes;;;1
2756;yes;;;25
2757;yes;;;3
2758;yes;;;4
2759;yes;;;0
2760;yes;;;21
2761;yes;;;13
2762;yes;;;25
2763;yes;;;29
2764;yes;;;27
2765;yes;;;13
2766;yes;;;16
2767;yes;;;29
2768;yes;;;7
2769;yes;;;27
2770;yes;;;15
2771;yes;;;1
2772;yes;;;26
2773;yes;;;17
2774;yes;;;14
2775;yes;;;0
2776;yes;;;23
2777;yes;;;4
2778;yes;;;28
2779;yes;;;19
2780;yes;;;11
2781;yes;;;22
2782;yes;;;21
2783;yes;;;7
2784;yes;;;9
2785;yes;;;27
2786;yes;;;3
2787;yes;;;27
2788;yes;;;26
2789;yes;;;27
2790;yes;;;24
2791;yes;;;19
2792;yes;;;24
2793;yes;;;4
2794;yes;;;19
2795;yes;;;5
2796;yes;;;4
2797;yes;;;26
2798;yes;;;1
2799;yes;;;11
2800;yes;;;2
2801;yes;;;25
2802;yes;;;17
2803;yes;;;23
2804;yes;;;11
2805;yes;;;15
2806;yes;;;19
2807;yes;;;21
2808;yes;;;9
2809;yes;;;0
2810;yes;;;18
2811;yes;;;29
2812;yes;;;3
2813;yes;;;11
2814;yes;;;12
2815;yes;;;29
2816;yes;;;22
2817;yes;;;0
2818;yes;;;13
2819;yes;;;4
2820;yes;;;9
2821;yes;;;17
2822;yes;;;23
2823;yes;;;3
2824;yes;;;20
2825;yes;;;12
2826;yes;;;7
2827;yes;;;18
2828;yes;;;25
2829;yes;;;26
2830;yes;;;2
2831;yes;;;24
2832;yes;;;26
2833;yes;;;22
2834;yes;;;17
2835;yes;;;9
2836;yes;;;13
2837;yes;;;2
2838;yes;;;5
2839;yes;;;6
2840;yes;;;29
2841;yes;;;20
2842;yes;;;15
2843;yes;;;14
2844;yes;;;29
2845;yes;;;21
2846;yes;;;24
2847;yes;;;26
2848;yes;;;30
2849;yes;;;6
2850;yes;;;25
2851;yes;;;23
2852;yes;;;28
2853;yes;;;16
2854;yes;;;18
2855;yes;;;17
2856;yes;;;16
2857;yes;;;3
2858;yes;;;0
2859;yes;;;22
2860;yes;;;6
2861;yes;;;3
2862;yes;;;22
2863;yes;;;7
2864;yes;;;17
2865;yes;;;17
2866;yes;;;18
2867;yes;;;7
2868;yes;;;25
2869;yes;;;4
2870;yes;;;23
2871;yes;;;14
2872;yes;;;17
2873;yes;;;27
2874;yes;;;20
2875;yes;;;24
2876;yes;;;17
2877;yes;;;5
2878;yes;;;29
2879;yes;;;10
2880;yes;;;1
2881;yes;;;10
2882;yes;;;25
2883;yes;;;23
2884;yes;;;26
2885;yes;;;23
2886;yes;;;0
2887;yes;;;22
2888;yes;;;25
2889;yes;;;15
2890;yes;;;16
2891;yes;;;12
2892;yes;;;12
2893;yes;;;29
2894;yes;;;28
2895;yes;;;10
2896;yes;;;9
2897;yes;;;30
2898;yes;;;29
2899;yes;;;9
2900;yes;;;8
2901;yes;;;13
2902;yes;;;3
2903;yes;;;4
2904;yes;;;29
2905;yes;;;0
2906;yes;;;3
2907;yes;;;16
2908;yes;;;21
2909;yes;;;16
2910;yes;;;1
2911;yes;;;20
2912;yes;;;14
2913;yes;;;23
2914;yes;;;19
2915;yes;;;23
2916;yes;;;8
2917;yes;;;5
2918;yes;;;22
2919;yes;;;16
2920;yes;;;1
2921;yes;;;6
2922;yes;;;5
2923;yes;;;24
2924;yes;;;23
2925;yes;;;16
2926;yes;;;15
2927;yes;;;26
2928;yes;;;0
2929;yes;;;12
2930;yes;;;21
2931;yes;;;4
2932;yes;;;28
2933;yes;;;18
2934;yes;;;3
2935;yes;;;22
2936;yes;;;12
2937;yes;;;9
2938;yes;;;21
2939;yes;;;16
2940;yes;;;11
2941;yes;;;28
2942;yes;;;23
2943;yes;;;7
2944;yes;;;30
2945;yes;;;14
2946;yes;;;9
2947;yes;;;25
2948;yes;;;1
2949;yes;;;26
2950;yes;;;5
2951;yes;;;7
2952;yes;;;13
2953;yes;;;1
2954;yes;;;8
2955;yes;;;27
2956;yes;;;17
2957;yes;;;20
2958;yes;;;27
2959;yes;;;19
2960;yes;;;1
2961;yes;;;18
2962;yes;;;18
2963;yes;;;29
2964;yes;;;20
2965;yes;;;19
2966;yes;;;27
2967;yes;;;22
2968;yes;;;17
2969;yes;;;4
2970;yes;;;17
2971;yes;;;20
2972;yes;;;9
2973;yes;;;15
2974;yes;;;5
2975;yes;;;20
2976;yes;;;22
2977;yes;;;7
2978;yes;;;11
2979;yes;;;18
2980;yes;;;10
2981;yes;;56;6
2982;yes;;;16
2983;yes;;;0
2984;yes;;;19
2985;yes;;;24
2986;yes;;;21
2987;yes;;;10
2988;yes;;;3
2989;yes;;;22
2990;yes;;;28
2991;yes;;;14
2992;yes;;;9
2993;yes;;;29
2994;yes;;;3
2995;yes;;;7
2996;yes;;;19
2997;yes;;;5
2998;yes;;;1
2999;yes;;;8
3000;yes;;;10
3001;yes;;;4
3002;yes;;;9
3003;yes;;;30
3004;yes;;;20
3005;yes;;;19
3006;yes;;;1
3007;yes;;;6
3008;yes;;;27
3009;yes;;;25
3010;yes;;;1
3011;yes;;;17
3012;yes;;33;18
3013;yes;;;11
3014;yes;;;2
3015;yes;;;28
3016;yes;;;30
3017;yes;;;20
3018;yes;;;6
3019;yes;;;29
3020;yes;;;21
3021;yes;;;21
3022;yes;;;6
3023;yes;;;25
3024;yes;;;9
3025;yes;;;0
3026;yes;;;26
3027;yes;;;27
3028;yes;;;5
3029;yes;;;24
3030;yes;;;24
3031;yes;;;4
3032;yes;;;2
3033;yes;;;11
3034;yes;;;11
3035;yes;;;29
3036;yes;;55;25
3037;yes;;;29
3038;yes;;;3
3039;yes;;;26
3040;yes;;;18
3041;yes;;;10
3042;yes;;;12
3043;yes;;;11
3044;yes;;;2
3045;yes;;;13
3046;yes;;;5
3047;yes;;;13
3048;yes;;;11
3049;yes;;;14
3050;yes;;;28
3051;yes;;;2
3052;yes;;;2
3053;yes;;;4
3054;yes;;;1
3055;yes;;;10
3056;yes;;;6
3057;yes;;;0
3058;yes;;;24
3059;yes;;;10
3060;yes;;;21
3061;yes;;;26
3062;yes;;;16
3063;yes;;;18
3064;yes;;;27
3065;yes;;;20
3066;yes;;52;10
3067;yes;;;20
3068;yes;;;13
3069;yes;;;29
3070;yes;;;22
3071;yes;;;18
3072;yes;;;16
3073;yes;;;24
3074;yes;;;25
3075;yes;;;5
3076;yes;;;18
3077;yes;;;6
3078;yes;;;17
3079;yes;;;18
3080;yes;;;27
3081;yes;;;27
3082;yes;;;9
3083;yes;;;22
3084;yes;;;21
3085;yes;;;5
3086;yes;;;11
3087;yes;;;18
3088;yes;;;3
3089;yes;;;23
3090;yes;;;28
3091;yes;;;16
3092;yes;;;13
3093;yes;;;9
3094;yes;;;7
3095;yes;;;23
3096;yes;;;28
3097;yes;;;5
3098;yes;;;25
3099;yes;;;12
3100;yes;;;30
3101;yes;;;17
3102;yes;;;8
3103;yes;;;2
3104;yes;;;17
3105;yes;;;2
3106;yes;;;9
3107;yes;;;28
3108;yes;;;13
3109;yes;;;3
3110;yes;;;18
3111;yes;;;26
3112;yes;;;9
3113;yes;;;14
3114;yes;;;24
3115;yes;;;25
3116;yes;;;6
3117;yes;;;22
3118;yes;;;5
3119;yes;;;27
3120;yes;;;4
3121;yes;;;28
3122;yes;;;0
3123;yes;;;14
3124;yes;;;23
3125;yes;;;1
3126;yes;;;20
3127;yes;;;6
3128;yes;;;6
3129;yes;;;8
3130;yes;;;19
3131;yes;;;6
3132;yes;;;22
3133;yes;;;11
3134;yes;;;8
3135;yes;;;23
3136;yes;;;28
3137;yes;;;18
3138;yes;;;17
3139;yes;;;11
3140;yes;;;8
3141;yes;;;28
3142;yes;;;3
3143;yes;;;10
3144;yes;;;10
3145;yes;;;28
3146;yes;;;2
3147;yes;;;16
3148;yes;;;6
3149;yes;;;7
3150;yes;;;15
3151;yes;;;21
3152;yes;;;27
3153;yes;;;12
3154;yes;;;5
3155;yes;;;16
3156;yes;;;13
3157;yes;;;15
3158;yes;;;24
3159;yes;;;23
3160;yes;;;25
3161;yes;;;22
3162;yes;;;7
3163;yes;;;26
3164;yes;;;7
3165;yes;;;23
3166;yes;;;12
3167;yes;;;4
3168;yes;;;2
3169;yes;;;16
3170;yes;;;8
3171;yes;;;11
3172;yes;;;8
3173;yes;;;14
3174;yes;;;20
3175;yes;;;6
3176;yes;;;11
3177;yes;;;7
3178;yes;;;9
3179;yes;;;9
3180;yes;;;12
3181;yes;;;12
3182;yes;;;28
3183;yes;;;3
3184;yes;;;22
3185;yes;;;5
3186;yes;;;10
3187;yes;;;8
3188;yes;;;16
3189;yes;;;18
3190;yes;;;10
3191;yes;;;1
3192;yes;;;7
3193;yes;;;30
3194;yes;;;18
3195;yes;;;9
3196;yes;;;10
3197;yes;;;17
3198;yes;;;28
3199;yes;;;8
3200;yes;;;29
3201;yes;;;15
3202;yes;;;29
3203;yes;;;18
3204;yes;;;27
3205;yes;;;28
3206;yes;;;11
3207;yes;;;8
3208;yes;;;12
3209;yes;;;10
3210;yes;;;26
3211;yes;;;3
3212;yes;;;13
3213;yes;;;0
3214;yes;;;8
3215;yes;;;21
3216;yes;;;2
3217;yes;;;25
3218;yes;;;3
3219;yes;;;21
3220;yes;;;18
3221;yes;;;9
3222;yes;;;2
3223;yes;;;11
3224;yes;;;15
3225;yes;;;14
3226;yes;;;12
3227;yes;;;10
3228;yes;;;15
3229;yes;;;21
3230;yes;;;17
3231;yes;;;29
3232;yes;;;0
3233;yes;;;6
3234;yes;;;5
3235;yes;;;12
3236;yes;;;26
3237;yes;;;11
3238;yes;;;15
3239;yes;;;21
3240;yes;;;6
3241;yes;;;19
3242;yes;;;26
3243;yes;;;25
3244;yes;;;10
3245;yes;;;19
3246;yes;;;8
3247;yes;;;29
3248;yes;;;23
3249;yes;;;9
3250;yes;;;17
3251;yes;;;9
3252;yes;;;29
3253;yes;;;20
3254;yes;;;29
3255;yes;;;30
3256;yes;;;7
3257;yes;;;20
3258;yes;;;25
3259;yes;;;22
3260;yes;;;23
3261;yes;;;4
3262;yes;;;14
3263;yes;;;24
3264;yes;;;10
3265;yes;;;22
3266;yes;;;3
3267;yes;;;19
3268;yes;;;26
3269;yes;;;11
3270;yes;;;16
3271;yes;;;10
3272;yes;;;10
3273;yes;;;28
3274;yes;;;4
3275;yes;;;20
3276;yes;;;20
3277;yes;;50;13
3278;yes;;;22
3279;yes;;;28
3280;yes;;;8
3281;yes;;;13
3282;yes;;;26
3283;yes;;;20
3284;yes;;;13
3285;yes;;;13
3286;yes;;;9
3287;yes;;;21
3288;yes;;;21
3289;yes;;;21
3290;yes;;;5
3291;yes;;;15
3292;yes;;;15
3293;yes;;;29
3294;yes;;;24
3295;yes;;;13
3296;yes;;;12
3297;yes;;;10
3298;yes;;;8
3299;yes;;;21
3300;yes;;;29
3301;yes;;;30
3302;yes;;;4
3303;yes;;;1
3304;yes;;;8
3305;yes;;;4
3306;yes;;;16
3307;yes;;;4
3308;yes;;;8
3309;yes;;;23
3310;yes;;;8
3311;yes;;;22
3312;yes;;;25
3313;yes;;;16
3314;yes;;;4
3315;yes;;;10
3316;yes;;;23
3317;yes;;;23
3318;yes;;;15
3319;yes;;;24
3320;yes;;;11
3321;yes;;;5
3322;yes;;;23
3323;yes;;;11
3324;yes;;;12
3325;yes;;;0
3326;yes;;;16
3327;yes;;;7
3328;yes;;;10
3329;yes;;;1
3330;yes;;;13
3331;yes;;;23
3332;yes;;;30
3333;yes;;;23
3334;yes;;;24
3335;yes;;;25
3336;yes;;;16
3337;yes;;;14
3338;yes;;;22
3339;yes;;;23
3340;yes;;;11
3341;yes;;;26
3342;yes;;;5
3343;yes;;;5
3344;yes;;;26
3345;yes;;;14
3346;yes;;;6
3347;yes;;;21
3348;yes;;;19
3349;yes;;;20
3350;yes;;;4
3351;yes;;;29
3352;yes;;;30
3353;yes;;;9
3354;yes;;;26
3355;yes;;;16
3356;yes;;;23
3357;yes;;;10
3358;yes;;;14
3359;yes;;;23
3360;yes;;;20
3361;yes;;;16
3362;yes;;;2
3363;yes;;;30
3364;yes;;;28
3365;yes;;;10
3366;yes;;;3
3367;yes;;;27
3368;yes;;;4
3369;yes;;;3
3370;yes;;;24
3371;yes;;;5
3372;yes;;;15
3373;yes;;;19
3374;yes;;;23
3375;yes;;;16
3376;yes;;;2
3377;yes;;;6
3378;yes;;;20
3379;yes;;;10
3380;yes;;;21
3381;yes;;;8
3382;yes;;;17
3383;yes;;;24
3384;yes;;;5
3385;yes;;;23
3386;yes;;;13
3387;yes;;;28
3388;yes;;;27
3389;yes;;;20
3390;yes;;;18
3391;yes;;;10
3392;yes;;;26
3393;yes;;;16
3394;yes;;;17
3395;yes;;;16
3396;yes;;;6
3397;yes;;;0
3398;yes;;;23
3399;yes;;;5
3400;yes;;;21
3401;yes;;;4
3402;yes;;;2
3403;yes;;;24
3404;yes;;;17
3405;yes;;;2
3406;yes;;;18
3407;yes;;;12
3408;yes;;;26
3409;yes;;;28
3410;yes;;;29
3411;yes;;;20
3412;yes;;;7
3413;yes;;;27
3414;yes;;;10
3415;yes;;;5
3416;yes;;;21
3417;yes;;;9
3418;yes;;;23
3419;yes;;;0
3420;yes;;;3
3421;yes;;;27
3422;yes;;;24
3423;yes;;;7
3424;yes;;;0
3425;yes;;;13
3426;yes;;;11
3427;yes;;;13
3428;yes;;;26
3429;yes;;;11
3430;yes;;;0
3431;yes;;;24
3432;yes;;;16
3433;yes;;;4
3434;yes;;;16
3435;yes;;;19
3436;yes;;;27
3437;yes;;;7
3438;yes;;;23
3439;yes;;;18
3440;yes;;;26
3441;yes;;;6
3442;yes;;;4
3443;yes;;;22
3444;yes;;;10
3445;yes;;;20
3446;yes;;;7
3447;yes;;;0
3448;yes;;;11
3449;yes;;;28
3450;yes;;;22
3451;yes;;;19
3452;yes;;;21
3453;yes;;;17
3454;yes;;;21
3455;yes;;;16
3456;yes;;;1
3457;yes;;;9
3458;yes;;;25
3459;yes;;;17
3460;yes;;;1
3461;yes;;;5
3462;yes;;;15
3463;yes;;;12
3464;yes;;;16
3465;yes;;;22
3466;yes;;;24
3467;yes;;;7
3468;yes;;;10
3469;yes;;;16
3470;yes;;;9
3471;yes;;;0
3472;yes;;;10
3473;yes;;;19
3474;yes;;;17
3475;yes;;;16
3476;yes;;;12
3477;yes;;;16
3478;yes;;;29
3479;yes;;;22
3480;yes;;;15
3481;yes;;;24
3482;yes;;;21
3483;yes;;;30
3484;yes;;;18
3485;yes;;;10
3486;yes;;;26
3487;yes;;;26
3488;yes;;;15
3489;yes;;;16
3490;yes;;;4
3491;yes;;;13
3492;yes;;;16
3493;yes;;;6
3494;yes;;;5
3495;yes;;;25
3496;yes;;;9
3497;yes;;;8
3498;yes;;;17
3499;yes;;;21
3500;yes;;;15
3501;yes;;;12
3502;yes;;;6
3503;yes;;;29
3504;yes;;;12
3505;yes;;;6
3506;yes;;;8
3507;yes;;;16
3508;yes;;;2
3509;yes;;;20
3510;yes;;;8
3511;yes;;;1
3512;yes;;;19
3513;yes;;;23
3514;yes;;;7
3515;yes;;;7
3516;yes;;;11
3517;yes;;;5
3518;yes;;;19
3519;yes;;;15
3520;yes;;;9
3521;yes;;;18
3522;yes;;;2
3523;yes;;;19
3524;yes;;;11
3525;yes;;;13
3526;yes;;;3
3527;yes;;;15
3528;yes;;;20
3529;yes;;;2
3530;yes;;;1
3531;yes;;;16
3532;yes;;;17
3533;yes;;;29
3534;yes;;;8
3535;yes;;;24
3536;yes;;;23
3537;yes;;;28
3538;yes;;;2
3539;yes;;;3
3540;yes;;;18
3541;yes;;;0
3542;yes;;;0
3543;yes;;;1
3544;yes;;;22
3545;yes;;;3
3546;yes;;;10
3547;yes;;;12
3548;yes;;;14
3549;yes;;;20
3550;yes;;;22
3551;yes;;;8
3552;yes;;;5
3553;yes;;;28
3554;yes;;;23
3555;yes;;;21
3556;yes;;;19
3557;yes;;;20
3558;yes;;;9
3559;yes;;;17
3560;yes;;;16
3561;yes;;;30
3562;yes;;;11
3563;yes;;;13
3564;yes;;;12
3565;yes;;;8
3566;yes;;;22
3567;yes;;;1
3568;yes;;;18
3569;yes;;;12
3570;yes;;;4
3571;yes;;;5
3572;yes;;;7
3573;yes;;;13
3574;yes;;;19
3575;yes;;;12
3576;yes;;;1
3577;yes;;;21
3578;yes;;;3
3579;yes;;;19
3580;yes;;;0
3581;yes;;;19
3582;yes;;;3
3583;yes;;;10
3584;yes;;;14
3585;yes;;;15
3586;yes;;;26
3587;yes;;;3
3588;yes;;;26
3589;yes;;;16
3590;yes;;;27
3591;yes;;;25
3592;yes;;;17
3593;yes;;;28
3594;yes;;;20
3595;yes;;;3
3596;yes;;;29
3597;yes;;;11
3598;yes;;;30
3599;yes;;;0
3600;yes;;;8
3601;yes;;;19
3602;yes;;;23
3603;yes;;;12
3604;yes;;;28
3605;yes;;;27
3606;yes;;;29
3607;yes;;;30
3608;yes;;;10
3609;yes;;;16
3610;yes;;;17
3611;yes;;;1
3612;yes;;;0
3613;yes;;;0
3614;yes;;;26
3615;yes;;;12
3616;yes;;;4
3617;yes;;;16
3618;yes;;;7
3619;yes;;;8
3620;yes;;;15
3621;yes;;;20
3622;yes;;;12
3623;yes;;;9
3624;yes;;;7
3625;yes;;;27
3626;yes;;;7
3627;yes;;;6
3628;yes;;;7
3629;yes;;;19
3630;yes;;;2
3631;yes;;;8
3632;yes;;;18
3633;yes;;;5
3634;yes;;;17
3635;yes;;;13
3636;yes;;;25
3637;yes;;;17
3638;yes;;;25
3639;yes;;;3
3640;yes;;;11
3641;yes;;;9
3642;yes;;;15
3643;yes;;;7
3644;yes;;;12
3645;yes;;;7
3646;yes;;;22
3647;yes;;;6
3648;yes;;;26
3649;yes;;;13
3650;yes;;;7
3651;yes;;;8
3652;yes;;;22
3653;yes;;;7
3654;yes;;;1
3655;yes;;;6
3656;yes;;;25
3657;yes;;;1
3658;yes;;;16
3659;yes;;;26
3660;yes;;;11
3661;yes;;;2
3662;yes;;;27
3663;yes;;;20
3664;yes;;;23
3665;yes;;;18
3666;yes;;;17
3667;yes;;;9
3668;yes;;;8
3669;yes;;;0
3670;yes;;;18
3671;yes;;;24
3672;yes;;;0
3673;yes;;;24
3674;yes;;;13
3675;yes;;;26
3676;yes;;;15
3677;yes;;;8
3678;yes;;;18
3679;yes;;;0
3680;yes;;;4
3681;yes;;;29
3682;yes;;;19
3683;yes;;;23
3684;yes;;;26
3685;yes;;;21
3686;yes;;;14
3687;yes;;;30
3688;yes;;;7
3689;yes;;;16
3690;yes;;;25
3691;yes;;;16
3692;yes;;;3
3693;yes;;;19
3694;yes;;;10
3695;yes;;;8
3696;yes;;;21
3697;yes;;;5
3698;yes;;;3
3699;yes;;;12
3700;yes;;;29
3701;yes;;;0
3702;yes;;;11
3703;yes;;;6
3704;yes;;;2
3705;yes;;;4
3706;yes;;;18
3707;yes;;;27
3708;yes;;;27
3709;yes;;;17
3710;yes;;;15
3711;yes;;;19
3712;yes;;;14
3713;yes;;;0
3714;yes;;;5
3715;yes;;;30
3716;yes;;;14
3717;yes;;;9
3718;yes;;;10
3719;yes;;;17
3720;yes;;;21
3721;yes;;;8
3722;yes;;;9
3723;yes;;;12
3724;yes;;;24
3725;yes;;;11
3726;yes;;;11
3727;yes;;;9
3728;yes;;;17
3729;yes;;;15
3730;yes;;;19
3731;yes;;;7
3732;yes;;;17
3733;yes;;;8
3734;yes;;;19
3735;yes;;;15
3736;yes;;;15
3737;yes;;;24
3738;yes;;;30
3739;yes;;;23
3740;yes;;;13
3741;yes;;;26
3742;yes;;;27
3743;yes;;;30
3744;yes;;;10
3745;yes;;;1
3746;yes;;;12
3747;yes;;;29
3748;yes;;;1
3749;yes;;;2
3750;yes;;;28
3751;yes;;;10
3752;yes;;;25
3753;yes;;;10
3754;yes;;;3
3755;yes;;;22
3756;yes;;;28
3757;yes;;;12
3758;yes;;;9
3759;yes;;;19
3760;yes;;;21
3761;yes;;;8
3762;yes;;;1
3763;yes;;;26
3764;yes;;;12
3765;yes;;;12
3766;yes;;;12
3767;yes;;;9
3768;yes;;;26
3769;yes;;;22
3770;yes;;;2
3771;yes;;;27
3772;yes;;;7
3773;yes;;;4
3774;yes;;;7
3775;yes;;;22
3776;yes;;;21
3777;yes;;;19
3778;yes;;;12
3779;yes;;;5
3780;yes;;;19
3781;yes;;;19
3782;yes;;;1
3783;yes;;;12
3784;yes;;;11
3785;yes;;;30
3786;yes;;;11
3787;yes;;;2
3788;yes;;;14
3789;yes;;;7
3790;yes;;;5
3791;yes;;;5
3792;yes;;;30
3793;yes;;;30
3794;yes;;;15
3795;yes;;;11
3796;yes;;;1
3797;yes;;;15
3798;yes;;;5
3799;yes;;;30
3800;yes;;;18
3801;yes;;;25
3802;yes;;;13
3803;yes;;;29
3804;yes;;;6
3805;yes;;;23
3806;yes;;;10
3807;yes;;;24
3808;yes;;;29
3809;yes;;;24
3810;yes;;;20
3811;yes;;;9
3812;yes;;;8
3813;yes;;;29
3814;yes;;;25
3815;yes;;;24
3816;yes;;;19
3817;yes;;;18
3818;yes;;;16
3819;yes;;;6
3820;yes;;;5
3821;yes;;;16
3822;yes;;;0
3823;yes;;;24
3824;yes;;;28
3825;yes;;;22
3826;yes;;;19
3827;yes;;;24
3828;yes;;;22
3829;yes;;;18
3830;yes;;;21
3831;yes;;;12
3832;yes;;;8
3833;yes;;;16
3834;yes;;;1
3835;yes;;;9
3836;yes;;;23
3837;yes;;;30
3838;yes;;;4
3839;yes;;;19
3840;yes;;;17
3841;yes;;;9
3842;yes;;;23
3843;yes;;;19
3844;yes;;;24
3845;yes;;;16
3846;yes;;;9
3847;yes;;;0
3848;yes;;;30
3849;yes;;;29
3850;yes;;;30
3851;yes;;;11
3852;yes;;;24
3853;yes;;;28
3854;yes;;;29
3855;yes;;;14
3856;yes;;;24
3857;yes;;;21
3858;yes;;;11
3859;yes;;;28
3860;yes;;;14
3861;yes;;;4
3862;yes;;;24
3863;yes;;;5
3864;yes;;;25
3865;yes;;;8
3866;yes;;;19
3867;yes;;;1
3868;yes;;;7
3869;yes;;73;8
3870;yes;;;14
3871;yes;;;0
3872;yes;;;11
3873;yes;;;30
3874;yes;;;7
3875;yes;;;1
3876;yes;;;21
3877;yes;;;16
3878;yes;;;22
3879;yes;;;22
3880;yes;;;4
3881;yes;;;15
3882;yes;;;2
3883;yes;;;30
3884;yes;;;2
3885;yes;;;17
3886;yes;;;3
3887;yes;;;18
3888;yes;;;15
3889;yes;;;1
3890;yes;;;6
3891;yes;;;18
3892;yes;;;18
3893;yes;;;0
3894;yes;;;29
3895;yes;;;11
3896;yes;;;21
3897;yes;;;11
3898;yes;;;3
3899;yes;;;25
3900;yes;;;4
3901;yes;;;15
3902;yes;;;18
3903;yes;;;7
3904;yes;;;5
3905;yes;;;22
3906;yes;;;4
3907;yes;;;28
3908;yes;;;17
3909;yes;;;15
3910;yes;;;30
3911;yes;;;16
3912;yes;;;10
3913;yes;;;3
3914;yes;;;5
3915;yes;;;13
3916;yes;;;5
3917;yes;;;3
3918;yes;;;22
3919;yes;;;13
3920;yes;;;17
3921;yes;;;3
3922;yes;;;3
3923;yes;;;6
3924;yes;;;20
3925;yes;;;11
3926;yes;;;20
3927;yes;;;18
3928;yes;;;6
3929;yes;;;3
3930;yes;;;25
3931;yes;;;22
3932;yes;;;28
3933;yes;;;1
3934;yes;;;26
3935;yes;;;1
3936;yes;;;7
3937;yes;;;6
3938;yes;;;21
3939;yes;;;15
3940;yes;;;6
3941;yes;;;26
3942;yes;;;28
3943;yes;;;3
3944;yes;;;23
3945;yes;;;3
3946;yes;;;19
3947;yes;;;28
3948;yes;;;7
3949;yes;;;9
3950;yes;;;22
3951;yes;;;9
3952;yes;;;14
3953;yes;;;30
3954;yes;;;29
3955;yes;;;0
3956;yes;;;11
3957;yes;;;7
3958;yes;;;22
3959;yes;;;18
3960;yes;;;11
3961;yes;;;17
3962;yes;;;8
3963;yes;;;9
3964;yes;;;13
3965;yes;;;26
3966;yes;;;30
3967;yes;;;13
3968;yes;;;23
3969;yes;;;10
3970;yes;;;14
3971;yes;;;16
3972;yes;;;22
3973;yes;;;21
3974;yes;;;24
3975;yes;;;9
3976;yes;;;24
3977;yes;;;30
3978;yes;;;5
3979;yes;;;23
3980;yes;;;14
3981;yes;;;26
3982;yes;;;6
3983;yes;;;9
3984;yes;;;20
3985;yes;;;25
3986;yes;;;27
3987;yes;;;8
3988;yes;;;4
3989;yes;;;13
3990;yes;;;10
3991;yes;;;21
3992;yes;;;9
3993;yes;;;5
3994;yes;;;13
3995;yes;;;21
3996;yes;;;24
3997;yes;;;8
3998;yes;;;0
3999;yes;;;22
4000;yes;;;27
4001;yes;;;0
4002;yes;;;20
4003;yes;;;9
4004;yes;;;17
4005;yes;;;30
4006;yes;;;14
4007;yes;;;26
4008;yes;;;16
4009;yes;;;2
4010;yes;;;12
4011;yes;;;8
4012;yes;;;16
4013;yes;;;4
4014;yes;;;10
4015;yes;;;4
4016;yes;;;6
4017;yes;;;18
4018;yes;;;26
4019;yes;;;12
4020;yes;;;29
4021;yes;;;26
4022;yes;;;18
4023;yes;;;20
4024;yes;;;4
4025;yes;;;13
4026;yes;;;18
4027;yes;;;4
4028;yes;;;14
4029;yes;;;0
4030;yes;;;14
4031;yes;;;18
4032;yes;;;4
4033;yes;;;19
4034;yes;;;2
4035;yes;;;12
4036;yes;;;4
4037;yes;;;6
4038;yes;;;23
4039;yes;;;14
4040;yes;;;10
4041;yes;;;5
4042;yes;;;12
4043;yes;;;17
4044;yes;;;0
4045;yes;;;0
4046;yes;;;25
4047;yes;;;4
4048;yes;;;8
4049;yes;;;6
4050;yes;;;4
4051;yes;;;18
4052;yes;;;1
4053;yes;;;19
4054;yes;;;9
4055;yes;;;2
4056;yes;;;6
4057;yes;;;18
4058;yes;;;17
4059;yes;;;8
4060;yes;;;1
4061;yes;;;22
4062;yes;;;0
4063;yes;;;12
4064;yes;;;10
4065;yes;;;7
4066;yes;;;10
4067;yes;;;7
4068;yes;;;0
4069;yes;;;13
4070;yes;;;9
4071;yes;;;2
4072;yes;;;27
4073;yes;;;14
4074;yes;;;21
4075;yes;;;27
4076;yes;;;27
4077;yes;;;17
4078;yes;;;22
4079;yes;;;10
