id;"""building""";"""addr_stree""";"""addr_hou_1""";официальное_число_жителей;фактическое_число_жителей;выгода
3569;yes;;;12;12;0
3570;yes;;;4;4;0
3571;yes;;;5;5;0
3572;yes;;;7;7;0
3573;yes;;;13;13;0
3574;yes;;;19;19;0
3575;yes;;;12;12;0
3576;yes;;;1;1;0
3577;yes;;;21;21;0
3578;yes;;;3;3;0
3579;yes;;;19;19;0
3580;yes;;;0;0;0
3581;yes;;;19;19;0
3582;yes;;;3;3;0
3583;yes;;;10;10;0
3584;yes;;;14;14;0
3585;yes;;;15;15;0
3586;yes;;;26;26;0
3587;yes;;;3;3;0
3588;yes;;;26;26;0
3589;yes;;;16;16;0
3590;yes;;;27;27;0
3591;yes;;;25;25;0
3592;yes;;;17;17;0
3593;yes;;;28;28;0
3594;yes;;;20;20;0
3595;yes;;;3;3;0
3596;yes;;;29;29;0
3597;yes;;;11;11;0
3598;yes;;;30;30;0
3599;yes;;;0;0;0
3600;yes;;;8;8;0
3601;yes;;;19;19;0
3602;yes;;;23;23;0
3603;yes;;;12;12;0
3604;yes;;;28;28;0
3605;yes;;;27;27;0
3606;yes;;;29;29;0
3607;yes;;;30;30;0
3608;yes;;;10;10;0
3609;yes;;;16;16;0
3610;yes;;;17;17;0
3611;yes;;;1;1;0
3612;yes;;;0;0;0
3613;yes;;;0;0;0
3614;yes;;;26;26;0
3615;yes;;;12;12;0
3616;yes;;;4;4;0
3617;yes;;;16;16;0
3618;yes;;;7;7;0
3619;yes;;;8;8;0
3620;yes;;;15;15;0
3621;yes;;;20;20;0
3622;yes;;;12;12;0
3623;yes;;;9;9;0
3624;yes;;;7;7;0
3625;yes;;;27;27;0
3626;yes;;;7;7;0
3627;yes;;;6;6;0
3628;yes;;;7;7;0
3629;yes;;;19;19;0
3630;yes;;;2;2;0
3631;yes;;;8;8;0
3632;yes;;;18;18;0
3633;yes;;;5;5;0
3634;yes;;;17;17;0
3635;yes;;;13;13;0
3636;yes;;;25;25;0
3637;yes;;;17;17;0
3638;yes;;;25;25;0
3639;yes;;;3;3;0
3640;yes;;;11;11;0
3641;yes;;;9;9;0
3642;yes;;;15;15;0
3643;yes;;;7;7;0
3644;yes;;;12;12;0
3645;yes;;;7;7;0
3646;yes;;;22;22;0
3647;yes;;;6;6;0
3648;yes;;;26;26;0
3649;yes;;;13;13;0
3650;yes;;;7;7;0
3651;yes;;;8;8;0
3652;yes;;;22;22;0
3653;yes;;;7;7;0
3654;yes;;;1;1;0
3655;yes;;;6;6;0
3656;yes;;;25;25;0
3657;yes;;;1;1;0
3658;yes;;;16;16;0
3659;yes;;;26;26;0
3660;yes;;;11;11;0
3661;yes;;;2;2;0
3662;yes;;;27;27;0
3663;yes;;;20;20;0
3664;yes;;;23;23;0
3665;yes;;;18;18;0
3666;yes;;;17;17;0
3667;yes;;;9;9;0
3668;yes;;;8;8;0
3669;yes;;;0;0;0
3670;yes;;;18;18;0
3671;yes;;;24;24;0
3672;yes;;;0;0;0
3673;yes;;;24;24;0
3674;yes;;;13;13;0
3675;yes;;;26;26;0
3676;yes;;;15;15;0
3677;yes;;;8;8;0
3678;yes;;;18;18;0
3679;yes;;;0;0;0
3680;yes;;;4;4;0
3681;yes;;;29;29;0
3682;yes;;;19;19;0
3683;yes;;;23;23;0
3684;yes;;;26;26;0
3685;yes;;;21;21;0
3686;yes;;;14;14;0
3687;yes;;;30;30;0
3688;yes;;;7;7;0
3689;yes;;;16;16;0
3690;yes;;;25;25;0
3691;yes;;;16;16;0
3692;yes;;;3;3;0
3693;yes;;;19;19;0
3694;yes;;;10;10;0
3695;yes;;;8;8;0
3696;yes;;;21;21;0
3697;yes;;;5;5;0
3698;yes;;;3;3;0
3699;yes;;;12;12;0
3700;yes;;;29;29;0
3701;yes;;;0;0;0
3702;yes;;;11;11;0
3703;yes;;;6;6;0
3704;yes;;;2;2;0
3705;yes;;;4;4;0
3706;yes;;;18;18;0
3707;yes;;;27;27;0
3708;yes;;;27;27;0
3709;yes;;;17;17;0
3710;yes;;;15;15;0
3711;yes;;;19;19;0
3712;yes;;;14;14;0
3713;yes;;;0;0;0
3714;yes;;;5;5;0
3715;yes;;;30;30;0
3716;yes;;;14;14;0
3717;yes;;;9;9;0
3718;yes;;;10;10;0
3719;yes;;;17;17;0
3720;yes;;;21;21;0
3721;yes;;;8;8;0
3722;yes;;;9;9;0
3723;yes;;;12;12;0
3724;yes;;;24;24;0
3725;yes;;;11;11;0
3726;yes;;;11;11;0
3727;yes;;;9;9;0
3728;yes;;;17;17;0
3729;yes;;;15;15;0
3730;yes;;;19;19;0
3731;yes;;;7;7;0
3732;yes;;;17;17;0
3733;yes;;;8;8;0
3734;yes;;;19;19;0
3735;yes;;;15;15;0
3736;yes;;;15;15;0
3737;yes;;;24;24;0
3738;yes;;;30;30;0
3739;yes;;;23;23;0
3740;yes;;;13;13;0
3741;yes;;;26;26;0
3742;yes;;;27;27;0
3743;yes;;;30;30;0
3744;yes;;;10;10;0
3745;yes;;;1;1;0
3746;yes;;;12;12;0
3747;yes;;;29;29;0
3748;yes;;;1;1;0
3749;yes;;;2;2;0
3750;yes;;;28;28;0
3751;yes;;;10;10;0
3752;yes;;;25;25;0
3753;yes;;;10;10;0
3754;yes;;;3;3;0
3755;yes;;;22;22;0
3756;yes;;;28;28;0
3757;yes;;;12;12;0
3758;yes;;;9;9;0
3759;yes;;;19;19;0
3760;yes;;;21;21;0
3761;yes;;;8;8;0
3762;yes;;;1;1;0
3763;yes;;;26;26;0
3764;yes;;;12;12;0
3765;yes;;;12;12;0
3766;yes;;;12;12;0
3767;yes;;;9;9;0
3768;yes;;;26;26;0
3769;yes;;;22;22;0
3770;yes;;;2;2;0
3771;yes;;;27;27;0
3772;yes;;;7;7;0
3773;yes;;;4;4;0
3774;yes;;;7;7;0
3775;yes;;;22;22;0
3776;yes;;;21;21;0
3777;yes;;;19;19;0
3778;yes;;;12;12;0
3779;yes;;;5;5;0
3780;yes;;;19;19;0
3781;yes;;;19;19;0
3782;yes;;;1;1;0
3783;yes;;;12;12;0
3784;yes;;;11;11;0
3785;yes;;;30;30;0
3786;yes;;;11;11;0
3787;yes;;;2;2;0
3788;yes;;;14;14;0
3789;yes;;;7;7;0
3790;yes;;;5;5;0
3791;yes;;;5;5;0
3792;yes;;;30;30;0
3793;yes;;;30;30;0
3794;yes;;;15;15;0
3795;yes;;;11;11;0
3796;yes;;;1;1;0
3797;yes;;;15;15;0
3798;yes;;;5;5;0
3799;yes;;;30;30;0
3800;yes;;;18;18;0
3801;yes;;;25;25;0
3802;yes;;;13;13;0
3803;yes;;;29;29;0
3804;yes;;;6;6;0
3805;yes;;;23;23;0
3806;yes;;;10;10;0
3807;yes;;;24;24;0
3808;yes;;;29;29;0
3809;yes;;;24;24;0
3810;yes;;;20;20;0
3811;yes;;;9;9;0
3812;yes;;;8;8;0
3813;yes;;;29;29;0
3814;yes;;;25;25;0
3815;yes;;;24;24;0
3816;yes;;;19;19;0
3817;yes;;;18;18;0
3818;yes;;;16;16;0
3819;yes;;;6;6;0
3820;yes;;;5;5;0
3821;yes;;;16;16;0
3822;yes;;;0;0;0
3823;yes;;;24;24;0
3824;yes;;;28;28;0
3825;yes;;;22;22;0
3826;yes;;;19;19;0
3827;yes;;;24;24;0
3828;yes;;;22;22;0
3829;yes;;;18;18;0
3830;yes;;;21;21;0
3831;yes;;;12;12;0
3832;yes;;;8;8;0
3833;yes;;;16;16;0
3834;yes;;;1;1;0
3835;yes;;;9;9;0
3836;yes;;;23;23;0
3837;yes;;;30;30;0
3838;yes;;;4;4;0
3839;yes;;;19;19;0
3840;yes;;;17;17;0
3841;yes;;;9;9;0
3842;yes;;;23;23;0
3843;yes;;;19;19;0
3844;yes;;;24;24;0
3845;yes;;;16;16;0
3846;yes;;;9;9;0
3847;yes;;;0;0;0
3848;yes;;;30;30;0
3849;yes;;;29;29;0
3850;yes;;;30;30;0
3851;yes;;;11;11;0
3852;yes;;;24;24;0
3853;yes;;;28;28;0
3854;yes;;;29;29;0
3855;yes;;;14;14;0
3856;yes;;;24;24;0
3857;yes;;;21;21;0
3858;yes;;;11;11;0
3859;yes;;;28;28;0
3860;yes;;;14;14;0
3861;yes;;;4;4;0
3862;yes;;;24;24;0
3863;yes;;;5;5;0
3864;yes;;;25;25;0
3865;yes;;;8;8;0
3866;yes;;;19;19;0
3867;yes;;;1;1;0
3868;yes;;;7;7;0
3869;yes;;73;8;8;0
3870;yes;;;14;14;0
3871;yes;;;0;0;0
3872;yes;;;11;11;0
3873;yes;;;30;30;0
3874;yes;;;7;7;0
3875;yes;;;1;1;0
3876;yes;;;21;21;0
3877;yes;;;16;16;0
3878;yes;;;22;22;0
3879;yes;;;22;22;0
3880;yes;;;4;4;0
3881;yes;;;15;15;0
3882;yes;;;2;2;0
3883;yes;;;30;30;0
3884;yes;;;2;2;0
3885;yes;;;17;17;0
3886;yes;;;3;3;0
3887;yes;;;18;18;0
3888;yes;;;15;15;0
3889;yes;;;1;1;0
3890;yes;;;6;6;0
3891;yes;;;18;18;0
3892;yes;;;18;18;0
3893;yes;;;0;0;0
3894;yes;;;29;29;0
3895;yes;;;11;11;0
3896;yes;;;21;21;0
3897;yes;;;11;11;0
3898;yes;;;3;3;0
3899;yes;;;25;25;0
3900;yes;;;4;4;0
3901;yes;;;15;15;0
3902;yes;;;18;18;0
3903;yes;;;7;7;0
3904;yes;;;5;5;0
3905;yes;;;22;22;0
3906;yes;;;4;4;0
3907;yes;;;28;28;0
3908;yes;;;17;17;0
3909;yes;;;15;15;0
3910;yes;;;30;30;0
3911;yes;;;16;16;0
3912;yes;;;10;10;0
3913;yes;;;3;3;0
3914;yes;;;5;5;0
3915;yes;;;13;13;0
3916;yes;;;5;5;0
3917;yes;;;3;3;0
3918;yes;;;22;22;0
3919;yes;;;13;13;0
3920;yes;;;17;17;0
3921;yes;;;3;3;0
3922;yes;;;3;3;0
3923;yes;;;6;6;0
3924;yes;;;20;20;0
3925;yes;;;11;11;0
3926;yes;;;20;20;0
3927;yes;;;18;18;0
3928;yes;;;6;6;0
3929;yes;;;3;3;0
3930;yes;;;25;25;0
3931;yes;;;22;22;0
3932;yes;;;28;28;0
3933;yes;;;1;1;0
3934;yes;;;26;26;0
3935;yes;;;1;1;0
3936;yes;;;7;7;0
3937;yes;;;6;6;0
3938;yes;;;21;21;0
3939;yes;;;15;15;0
3940;yes;;;6;6;0
3941;yes;;;26;26;0
3942;yes;;;28;28;0
3943;yes;;;3;3;0
3944;yes;;;23;23;0
3945;yes;;;3;3;0
3946;yes;;;19;19;0
3947;yes;;;28;28;0
3948;yes;;;7;7;0
3949;yes;;;9;9;0
3950;yes;;;22;22;0
3951;yes;;;9;9;0
3952;yes;;;14;14;0
3953;yes;;;30;30;0
3954;yes;;;29;29;0
3955;yes;;;0;0;0
3956;yes;;;11;11;0
3957;yes;;;7;7;0
3958;yes;;;22;22;0
3959;yes;;;18;18;0
3960;yes;;;11;11;0
3961;yes;;;17;17;0
3962;yes;;;8;8;0
3963;yes;;;9;9;0
3964;yes;;;13;13;0
3965;yes;;;26;26;0
3966;yes;;;30;30;0
3967;yes;;;13;13;0
3968;yes;;;23;23;0
3969;yes;;;10;10;0
3970;yes;;;14;14;0
3971;yes;;;16;16;0
3972;yes;;;22;22;0
3973;yes;;;21;21;0
3974;yes;;;24;24;0
3975;yes;;;9;9;0
3976;yes;;;24;24;0
3977;yes;;;30;30;0
3978;yes;;;5;5;0
3979;yes;;;23;23;0
3980;yes;;;14;14;0
3981;yes;;;26;26;0
3982;yes;;;6;6;0
3983;yes;;;9;9;0
3984;yes;;;20;20;0
3985;yes;;;25;25;0
3986;yes;;;27;27;0
3987;yes;;;8;8;0
3988;yes;;;4;4;0
3989;yes;;;13;13;0
3990;yes;;;10;10;0
3991;yes;;;21;21;0
3992;yes;;;9;9;0
3993;yes;;;5;5;0
3994;yes;;;13;13;0
3995;yes;;;21;21;0
3996;yes;;;24;24;0
3997;yes;;;8;8;0
3998;yes;;;0;0;0
3999;yes;;;22;22;0
4000;yes;;;27;27;0
4001;yes;;;0;0;0
4002;yes;;;20;20;0
4003;yes;;;9;9;0
4004;yes;;;17;17;0
4005;yes;;;30;30;0
4006;yes;;;14;14;0
4007;yes;;;26;26;0
4008;yes;;;16;16;0
4009;yes;;;2;2;0
4010;yes;;;12;12;0
4011;yes;;;8;8;0
4012;yes;;;16;16;0
4013;yes;;;4;4;0
4014;yes;;;10;10;0
4015;yes;;;4;4;0
4016;yes;;;6;6;0
4017;yes;;;18;18;0
4018;yes;;;26;26;0
4019;yes;;;12;12;0
4020;yes;;;29;29;0
4021;yes;;;26;26;0
4022;yes;;;18;18;0
4023;yes;;;20;20;0
4024;yes;;;4;4;0
4025;yes;;;13;13;0
4026;yes;;;18;18;0
4027;yes;;;4;4;0
4028;yes;;;14;14;0
4029;yes;;;0;0;0
4030;yes;;;14;14;0
4031;yes;;;18;18;0
4032;yes;;;4;4;0
4033;yes;;;19;19;0
4034;yes;;;2;2;0
4035;yes;;;12;12;0
4036;yes;;;4;4;0
4037;yes;;;6;6;0
4038;yes;;;23;23;0
4039;yes;;;14;14;0
4040;yes;;;10;10;0
4041;yes;;;5;5;0
4042;yes;;;12;12;0
4043;yes;;;17;17;0
4044;yes;;;0;0;0
4045;yes;;;0;0;0
4046;yes;;;25;25;0
4047;yes;;;4;4;0
4048;yes;;;8;8;0
4049;yes;;;6;6;0
4050;yes;;;4;4;0
4051;yes;;;18;18;0
4052;yes;;;1;1;0
4053;yes;;;19;19;0
4054;yes;;;9;9;0
4055;yes;;;2;2;0
4056;yes;;;6;6;0
4057;yes;;;18;18;0
4058;yes;;;17;17;0
4059;yes;;;8;8;0
4060;yes;;;1;1;0
4061;yes;;;22;22;0
4062;yes;;;0;0;0
4063;yes;;;12;12;0
4064;yes;;;10;10;0
4065;yes;;;7;7;0
4066;yes;;;10;10;0
4067;yes;;;7;7;0
4068;yes;;;0;0;0
4069;yes;;;13;13;0
4070;yes;;;9;9;0
4071;yes;;;2;2;0
4072;yes;;;27;27;0
4073;yes;;;14;14;0
4074;yes;;;21;21;0
4075;yes;;;27;27;0
4076;yes;;;27;27;0
4077;yes;;;17;17;0
4078;yes;;;22;22;0
4079;yes;;;10;10;0
4080;yes;;;14;14;0
4081;yes;;;8;8;0
4082;yes;;;17;17;0
4083;yes;;;11;11;0
4084;yes;;;2;2;0
4085;yes;;;22;22;0
4086;yes;;;9;9;0
4087;yes;;;5;5;0
4088;yes;;;23;23;0
4089;yes;;;27;27;0
4090;yes;;;20;20;0
4091;yes;;;0;0;0
4092;yes;;;25;25;0
4093;yes;;;15;15;0
4094;yes;;;29;29;0
4095;yes;;;16;16;0
4096;yes;;;11;11;0
4097;yes;;;24;24;0
4098;yes;;;3;3;0
4099;yes;;;0;0;0
4100;yes;;;4;4;0
4101;yes;;;19;19;0
4102;yes;;;30;30;0
4103;yes;;;12;12;0
4104;yes;;;30;30;0
4105;yes;;;24;24;0
4106;yes;;;10;10;0
4107;yes;;;23;23;0
4108;yes;;;2;2;0
4109;yes;;;27;27;0
4110;yes;;;6;6;0
4111;yes;;;9;9;0
4112;yes;;;26;26;0
4113;yes;;;25;25;0
4114;yes;;;11;11;0
4115;yes;;;24;24;0
4116;yes;;;28;28;0
4117;yes;;;16;16;0
4118;yes;;;15;15;0
4119;yes;;;4;4;0
4120;yes;;;10;10;0
4121;yes;;;21;21;0
4122;yes;;;12;12;0
4123;yes;;;16;16;0
4124;yes;;;22;22;0
4125;yes;;;26;26;0
4126;yes;;;27;27;0
4127;yes;;;29;29;0
4128;yes;;;4;4;0
4129;yes;;;17;17;0
4130;yes;;;30;30;0
4131;yes;;;26;26;0
4132;yes;;;18;18;0
4133;yes;;;11;11;0
4134;yes;;;0;0;0
4135;yes;;;28;28;0
4136;yes;;;21;21;0
4137;yes;;;5;5;0
4138;yes;;;10;10;0
4139;yes;;;1;1;0
4140;yes;;;15;15;0
4141;yes;;;20;20;0
4142;yes;;;23;23;0
4143;yes;;;11;11;0
4144;yes;;;30;30;0
4145;yes;;;26;26;0
4146;yes;;;5;5;0
4147;yes;;;25;25;0
4148;yes;;;6;6;0
4149;yes;;;11;11;0
4150;yes;;;25;25;0
4151;yes;;;29;29;0
4152;yes;;;28;28;0
4153;yes;;;6;6;0
4154;yes;;;23;23;0
4155;yes;;;6;6;0
4156;yes;;;11;11;0
4157;yes;;;14;14;0
4158;yes;;;24;24;0
4159;yes;;;20;20;0
4160;yes;;;11;11;0
4161;yes;;;14;14;0
4162;yes;;;25;25;0
4163;yes;;;13;13;0
4164;yes;;;16;16;0
4165;yes;;;0;0;0
4166;yes;;;27;27;0
4167;yes;;;9;9;0
4168;yes;;;14;14;0
4169;yes;;;20;20;0
4170;yes;;;1;1;0
4171;yes;;;26;26;0
4172;yes;;;2;2;0
4173;yes;;;15;15;0
4174;yes;;;27;27;0
4175;yes;;;14;14;0
4176;yes;;;7;7;0
4177;yes;;;9;9;0
4178;yes;;;28;28;0
4179;yes;;;1;1;0
4180;yes;;;29;29;0
4181;yes;;;24;24;0
4182;yes;;;2;2;0
4183;yes;;;11;11;0
4184;yes;;;25;25;0
4185;yes;;;15;15;0
4186;yes;;;16;16;0
4187;yes;;;8;8;0
4188;yes;;;27;27;0
4189;yes;;;2;2;0
4190;yes;;;5;5;0
4191;yes;;;14;14;0
4192;yes;;;20;20;0
4193;yes;;;1;1;0
4194;yes;;;12;12;0
4195;yes;;;21;21;0
4196;yes;;;18;18;0
4197;yes;;;13;13;0
4198;yes;;;14;14;0
4199;yes;;;16;16;0
4200;yes;;;28;28;0
4201;yes;;;6;6;0
4202;yes;;;17;17;0
4203;yes;;;5;5;0
4204;yes;;;12;12;0
4205;yes;;;1;1;0
4206;yes;;;9;9;0
4207;yes;;;0;0;0
4208;yes;;;24;24;0
4209;yes;;;19;19;0
4210;yes;;;3;3;0
4211;yes;;;17;17;0
4212;yes;;;19;19;0
4213;yes;;;23;23;0
4214;yes;;;11;11;0
4215;yes;;;4;4;0
4216;yes;;;26;26;0
4217;yes;;;25;25;0
4218;yes;;;3;3;0
4219;yes;;;2;2;0
4220;yes;;;24;24;0
4221;yes;;;29;29;0
4222;yes;;;30;30;0
4223;yes;;;21;21;0
4224;yes;;;15;15;0
4225;yes;;;4;4;0
4226;yes;;;8;8;0
4227;yes;;;15;15;0
4228;yes;;;7;7;0
4229;yes;;;7;7;0
4230;yes;;;4;4;0
4231;yes;;;4;4;0
4232;yes;;;17;17;0
4233;yes;;;20;20;0
4234;yes;;;6;6;0
4235;yes;;;14;14;0
4236;yes;;;20;20;0
4237;yes;;;28;28;0
4238;yes;;;21;21;0
4239;yes;;;19;19;0
4240;yes;;;5;5;0
4241;yes;;;29;29;0
4242;yes;;;8;8;0
4243;yes;;;7;7;0
4244;yes;;;8;8;0
4245;yes;;;5;5;0
4246;yes;;;24;24;0
4247;yes;;;24;24;0
4248;yes;;;12;12;0
4249;yes;;;4;4;0
4250;yes;;;0;0;0
4251;yes;;;28;28;0
4252;yes;;;21;21;0
4253;yes;;;7;7;0
4254;yes;;;6;6;0
4255;yes;;;30;30;0
4256;yes;;;7;7;0
4257;yes;;;1;1;0
4258;yes;;;28;28;0
4259;yes;;;4;4;0
4260;yes;;;12;12;0
4261;yes;;;9;9;0
4262;yes;;;25;25;0
4263;yes;;;24;24;0
4264;yes;;;18;18;0
4265;yes;;;23;23;0
4266;yes;;;12;12;0
4267;yes;;;27;27;0
4268;yes;;;1;1;0
4269;yes;;;2;2;0
4270;yes;;;26;26;0
4271;yes;;;10;10;0
4272;yes;;;13;13;0
4273;yes;;;20;20;0
4274;yes;;;14;14;0
4275;yes;;;29;29;0
4276;yes;;;22;22;0
4277;yes;;;25;25;0
4278;yes;;;12;12;0
4279;yes;;;20;20;0
4280;yes;;;1;1;0
4281;yes;;;22;22;0
4282;yes;;;29;29;0
4283;yes;;;23;23;0
4284;yes;;;2;2;0
4285;yes;;;17;17;0
4286;yes;;;5;5;0
4287;yes;;;0;0;0
4288;yes;;;17;17;0
4289;yes;;;29;29;0
4290;yes;;;15;15;0
4291;yes;;;13;13;0
4292;yes;;;29;29;0
4293;yes;;;23;23;0
4294;yes;;;29;29;0
4295;yes;;;22;22;0
4296;yes;;;10;10;0
4297;yes;;;12;12;0
4298;yes;;;18;18;0
4299;yes;;;23;23;0
4300;yes;;;1;1;0
4301;yes;;;7;7;0
4302;yes;;;12;12;0
4303;yes;;;24;24;0
4304;yes;;;14;14;0
4305;yes;;;10;10;0
4306;yes;;;19;19;0
4307;yes;;;30;30;0
4308;yes;;;17;17;0
4309;yes;;;26;26;0
4310;yes;;;13;13;0
4311;yes;;;13;13;0
4312;yes;;;21;21;0
4313;yes;;;7;7;0
4314;yes;;;5;5;0
4315;yes;;;28;28;0
4316;yes;;;18;18;0
4317;yes;;;22;22;0
4318;yes;;;26;26;0
4319;yes;;;7;7;0
4320;yes;;;8;8;0
4321;yes;;;19;19;0
4322;yes;;;2;2;0
4323;yes;;;0;0;0
4324;yes;;;21;21;0
4325;yes;;;15;15;0
4326;yes;;;0;0;0
4327;yes;;;4;4;0
4328;yes;;;8;8;0
4329;yes;;;10;10;0
4330;yes;;;12;12;0
4331;yes;;;6;6;0
4332;yes;;;6;6;0
4333;yes;;;12;12;0
4334;yes;;;4;4;0
4335;yes;;;1;1;0
4336;yes;;;28;28;0
4337;yes;;;20;20;0
4338;yes;;;7;7;0
4339;yes;;;16;16;0
4340;yes;;;23;23;0
4341;yes;;;28;28;0
4342;yes;;;17;17;0
4343;yes;;;16;16;0
4344;yes;;;3;3;0
4345;yes;;;8;8;0
4346;yes;;;25;25;0
4347;yes;;;15;15;0
4348;yes;;;4;4;0
4349;yes;;;12;12;0
4350;yes;;;7;7;0
4351;yes;;;27;27;0
4352;yes;;;14;14;0
4353;yes;;;6;6;0
4354;yes;;;5;5;0
4355;yes;;;9;9;0
4356;yes;;;20;20;0
4357;yes;;;11;11;0
4358;yes;;;18;18;0
4359;yes;;;21;21;0
4360;yes;;;7;7;0
4361;yes;;;18;18;0
4362;yes;;;19;19;0
4363;yes;;;9;9;0
4364;yes;;;18;18;0
4365;yes;;;27;27;0
4366;yes;;;9;9;0
4367;yes;;;27;27;0
4368;yes;;;11;11;0
4369;yes;;;25;25;0
4370;yes;;;14;14;0
4371;yes;;;6;6;0
4372;yes;;;2;2;0
4373;yes;;;10;10;0
4374;yes;;;22;22;0
4375;yes;;;26;26;0
4376;yes;;;14;14;0
4377;yes;;;23;23;0
4378;yes;;;9;9;0
4379;yes;;;28;28;0
4380;yes;;;8;8;0
4381;yes;;;8;8;0
4382;yes;;;16;16;0
4383;yes;;;18;18;0
4384;yes;;;2;2;0
4385;yes;;;23;23;0
4386;yes;;;26;26;0
4387;yes;;;23;23;0
4388;yes;;;14;14;0
4389;yes;;;19;19;0
4390;yes;;;3;3;0
4391;yes;;;3;3;0
4392;yes;;;1;1;0
4393;yes;;;11;11;0
4394;yes;;;10;10;0
4395;yes;;;2;2;0
4396;yes;;;0;0;0
4397;yes;;;24;24;0
4398;yes;;;15;15;0
4399;yes;;;20;20;0
4400;yes;;;13;13;0
4401;yes;;;24;24;0
4402;yes;;;22;22;0
4403;yes;;;5;5;0
4404;yes;;;20;20;0
4405;yes;;;7;7;0
4406;yes;;;12;12;0
4407;yes;;;3;3;0
4408;yes;;;7;7;0
4409;yes;;;12;12;0
4410;yes;;;17;17;0
4411;yes;;;21;21;0
4412;yes;;;13;13;0
4413;yes;;;13;13;0
4414;yes;;;22;22;0
4415;yes;;;7;7;0
4416;yes;;;6;6;0
4417;yes;;;21;21;0
4418;yes;;;27;27;0
4419;yes;;;13;13;0
4420;yes;;;11;11;0
4421;yes;;;17;17;0
4422;yes;;;22;22;0
4423;yes;;;0;0;0
4424;yes;;;11;11;0
4425;yes;;;12;12;0
4426;yes;;;15;15;0
4427;yes;;;17;17;0
4428;yes;;;24;24;0
4429;yes;;;11;11;0
4430;yes;;;17;17;0
4431;yes;;;13;13;0
4432;yes;;;23;23;0
4433;yes;;;5;5;0
4434;yes;;;16;16;0
4435;yes;;;19;19;0
4436;yes;;;16;16;0
4437;yes;;;19;19;0
4438;yes;;;12;12;0
4439;yes;;;2;2;0
4440;yes;;;14;14;0
4441;yes;;;16;16;0
4442;yes;;;10;10;0
4443;yes;;;12;12;0
4444;yes;;;22;22;0
4445;yes;;;7;7;0
4446;yes;;;25;25;0
4447;yes;;;25;25;0
4448;yes;;;13;13;0
4449;yes;;;16;16;0
4450;yes;;;20;20;0
4451;yes;;;3;3;0
4452;yes;;;10;10;0
4453;yes;;;3;3;0
4454;yes;;;18;18;0
4455;yes;;;21;21;0
4456;yes;;;10;10;0
4457;yes;;;7;7;0
4458;yes;;;6;6;0
4459;yes;;;5;5;0
4460;yes;;;24;24;0
4461;yes;;;8;8;0
4462;yes;;;23;23;0
4463;yes;;;2;2;0
4464;yes;;;6;6;0
4465;yes;;;23;23;0
4466;yes;;;27;27;0
4467;yes;;;14;14;0
4468;yes;;;3;3;0
4469;yes;;;5;5;0
4470;yes;;;30;30;0
4471;yes;;;9;9;0
4472;yes;;;24;24;0
4473;yes;;;21;21;0
4474;yes;;;2;2;0
4475;yes;;;26;26;0
4476;yes;;;25;25;0
4477;yes;;;3;3;0
4478;yes;;;2;2;0
4479;yes;;;24;24;0
4480;yes;;;4;4;0
4481;yes;;;15;15;0
4482;yes;;;12;12;0
4483;yes;;;3;3;0
4484;yes;;;28;28;0
4485;yes;;;20;20;0
4486;yes;;;18;18;0
4487;yes;;;4;4;0
4488;yes;;;22;22;0
4489;yes;;;8;8;0
4490;yes;;;11;11;0
4491;yes;;;9;9;0
4492;yes;;;5;5;0
4493;yes;;;16;16;0
4494;yes;;;29;29;0
4495;yes;;;22;22;0
4496;yes;;;23;23;0
4497;yes;;;20;20;0
4498;yes;;;14;14;0
4499;yes;;;3;3;0
4500;yes;;;28;28;0
4501;yes;;;29;29;0
4502;yes;;;12;12;0
4503;yes;;;29;29;0
4504;yes;;;29;29;0
4505;yes;;;19;19;0
4506;yes;;;19;19;0
4507;yes;;;3;3;0
4508;yes;;;22;22;0
4509;yes;;;4;4;0
4510;yes;;;1;1;0
4511;yes;;;16;16;0
4512;yes;;;13;13;0
4513;yes;;;2;2;0
4514;yes;;;23;23;0
4515;yes;;;19;19;0
4516;yes;;;25;25;0
4517;yes;;;9;9;0
4518;yes;;;21;21;0
4519;yes;;;3;3;0
4520;yes;;;22;22;0
4521;yes;;;14;14;0
4522;yes;;;24;24;0
4523;yes;;;20;20;0
4524;yes;;;30;30;0
4525;yes;;;25;25;0
4526;yes;;;12;12;0
4527;yes;;;7;7;0
4528;yes;;;29;29;0
4529;yes;;;19;19;0
4530;yes;;;17;17;0
4531;yes;;;16;16;0
4532;yes;;;26;26;0
4533;yes;;;12;12;0
4534;yes;;;10;10;0
4535;yes;;;7;7;0
4536;yes;;;15;15;0
4537;yes;;;28;28;0
4538;yes;;;27;27;0
4539;yes;;;18;18;0
4540;yes;;;16;16;0
4541;yes;;;16;16;0
4542;yes;;;26;26;0
4543;yes;;;1;1;0
4544;yes;;;18;18;0
4545;yes;;;10;10;0
4546;yes;;;26;26;0
4547;yes;;;6;6;0
4548;yes;;;24;24;0
4549;yes;;;7;7;0
4550;yes;;;15;15;0
4551;yes;;;24;24;0
4552;yes;;;6;6;0
4553;yes;;;10;10;0
4554;yes;;;7;7;0
4555;yes;;;3;3;0
4556;yes;;;10;10;0
4557;yes;;;22;22;0
4558;yes;;;23;23;0
4559;yes;;;25;25;0
4560;yes;;;15;15;0
4561;yes;;;1;1;0
4562;yes;;;19;19;0
4563;yes;;;22;22;0
4564;yes;;;0;0;0
